source,channel,bin_left,bin_right,count
rgb_0_1,R,0.07733333110809326,0.07866666465997696,2791
rgb_0_1,R,0.07866666465997696,0.07999999821186066,0
rgb_0_1,R,0.07999999821186066,0.08133333176374435,0
rgb_0_1,R,0.08133333176374435,0.08266666531562805,2151
rgb_0_1,R,0.08266666531562805,0.08399999886751175,0
rgb_0_1,R,0.08399999886751175,0.08533333241939545,0
rgb_0_1,R,0.08533333241939545,0.08666666597127914,1694
rgb_0_1,R,0.08666666597127914,0.08799999952316284,0
rgb_0_1,R,0.08799999952316284,0.08933333307504654,0
rgb_0_1,R,0.08933333307504654,0.09066666662693024,1157
rgb_0_1,R,0.09066666662693024,0.09200000017881393,0
rgb_0_1,R,0.09200000017881393,0.09333333373069763,0
rgb_0_1,R,0.09333333373069763,0.09466666728258133,794
rgb_0_1,R,0.09466666728258133,0.09600000083446503,0
rgb_0_1,R,0.09600000083446503,0.09733333438634872,0
rgb_0_1,R,0.09733333438634872,0.09866666793823242,568
rgb_0_1,R,0.09866666793823242,0.10000000149011612,0
rgb_0_1,R,0.10000000149011612,0.10133333504199982,0
rgb_0_1,R,0.10133333504199982,0.10266666859388351,352
rgb_0_1,R,0.10266666859388351,0.10400000214576721,0
rgb_0_1,R,0.10400000214576721,0.10533333569765091,0
rgb_0_1,R,0.10533333569765091,0.1066666692495346,196
rgb_0_1,R,0.1066666692495346,0.1080000028014183,0
rgb_0_1,R,0.1080000028014183,0.109333336353302,0
rgb_0_1,R,0.109333336353302,0.1106666699051857,136
rgb_0_1,R,0.1106666699051857,0.1120000034570694,0
rgb_0_1,R,0.1120000034570694,0.1133333370089531,0
rgb_0_1,R,0.1133333370089531,0.1146666631102562,59
rgb_0_1,R,0.1146666631102562,0.11599999666213989,0
rgb_0_1,R,0.11599999666213989,0.11733333021402359,0
rgb_0_1,R,0.11733333021402359,0.11866666376590729,24
rgb_0_1,R,0.11866666376590729,0.11999999731779099,0
rgb_0_1,R,0.11999999731779099,0.12133333086967468,0
rgb_0_1,R,0.12133333086967468,0.12266666442155838,10
rgb_0_1,R,0.12266666442155838,0.12399999797344208,0
rgb_0_1,R,0.12399999797344208,0.12533333897590637,0
rgb_0_1,R,0.12533333897590637,0.12666666507720947,8
rgb_0_1,R,0.12666666507720947,0.12800000607967377,0
rgb_0_1,R,0.12800000607967377,0.12933333218097687,0
rgb_0_1,R,0.12933333218097687,0.13066667318344116,1
rgb_0_1,R,0.13066667318344116,0.13199999928474426,0
rgb_0_1,R,0.13199999928474426,0.13333334028720856,0
rgb_0_1,R,0.13333334028720856,0.13466666638851166,1
rgb_0_1,R,0.13466666638851166,0.13600000739097595,0
rgb_0_1,R,0.13600000739097595,0.13733333349227905,0
rgb_0_1,R,0.13733333349227905,0.13866665959358215,0
rgb_0_1,R,0.13866665959358215,0.14000000059604645,0
rgb_0_1,R,0.14000000059604645,0.14133332669734955,2
rgb_0_1,R,0.14133332669734955,0.14266666769981384,0
rgb_0_1,R,0.14266666769981384,0.14399999380111694,0
rgb_0_1,R,0.14399999380111694,0.14533333480358124,0
rgb_0_1,R,0.14533333480358124,0.14666666090488434,0
rgb_0_1,R,0.14666666090488434,0.14800000190734863,0
rgb_0_1,R,0.14800000190734863,0.14933332800865173,0
rgb_0_1,R,0.14933332800865173,0.15066666901111603,0
rgb_0_1,R,0.15066666901111603,0.15199999511241913,0
rgb_0_1,R,0.15199999511241913,0.15333333611488342,0
rgb_0_1,R,0.15333333611488342,0.15466666221618652,0
rgb_0_1,R,0.15466666221618652,0.15600000321865082,0
rgb_0_1,R,0.15600000321865082,0.15733332931995392,0
rgb_0_1,R,0.15733332931995392,0.1586666703224182,0
rgb_0_1,R,0.1586666703224182,0.1599999964237213,0
rgb_0_1,G,0.0,0.0013333333190530539,66026
rgb_0_1,G,0.0013333333190530539,0.0026666666381061077,0
rgb_0_1,G,0.0026666666381061077,0.004000000189989805,84666
rgb_0_1,G,0.004000000189989805,0.005333333276212215,0
rgb_0_1,G,0.005333333276212215,0.006666666828095913,0
rgb_0_1,G,0.006666666828095913,0.00800000037997961,47401
rgb_0_1,G,0.00800000037997961,0.009333333000540733,0
rgb_0_1,G,0.009333333000540733,0.01066666655242443,0
rgb_0_1,G,0.01066666655242443,0.012000000104308128,46058
rgb_0_1,G,0.012000000104308128,0.013333333656191826,0
rgb_0_1,G,0.013333333656191826,0.014666666276752949,0
rgb_0_1,G,0.014666666276752949,0.01600000075995922,47027
rgb_0_1,G,0.01600000075995922,0.01733333244919777,0
rgb_0_1,G,0.01733333244919777,0.018666666001081467,0
rgb_0_1,G,0.018666666001081467,0.019999999552965164,49266
rgb_0_1,G,0.019999999552965164,0.02133333310484886,0
rgb_0_1,G,0.02133333310484886,0.02266666665673256,0
rgb_0_1,G,0.02266666665673256,0.024000000208616257,45678
rgb_0_1,G,0.024000000208616257,0.025333333760499954,0
rgb_0_1,G,0.025333333760499954,0.02666666731238365,0
rgb_0_1,G,0.02666666731238365,0.02800000086426735,37012
rgb_0_1,G,0.02800000086426735,0.029333332553505898,0
rgb_0_1,G,0.029333332553505898,0.030666666105389595,0
rgb_0_1,G,0.030666666105389595,0.03200000151991844,25919
rgb_0_1,G,0.03200000151991844,0.03333333507180214,0
rgb_0_1,G,0.03333333507180214,0.03466666489839554,0
rgb_0_1,G,0.03466666489839554,0.035999998450279236,16531
rgb_0_1,G,0.035999998450279236,0.03733333200216293,0
rgb_0_1,G,0.03733333200216293,0.03866666555404663,0
rgb_0_1,G,0.03866666555404663,0.03999999910593033,10568
rgb_0_1,G,0.03999999910593033,0.041333332657814026,0
rgb_0_1,G,0.041333332657814026,0.04266666620969772,0
rgb_0_1,G,0.04266666620969772,0.04399999976158142,6581
rgb_0_1,G,0.04399999976158142,0.04533333331346512,0
rgb_0_1,G,0.04533333331346512,0.046666666865348816,0
rgb_0_1,G,0.046666666865348816,0.04800000041723251,3888
rgb_0_1,G,0.04800000041723251,0.04933333396911621,0
rgb_0_1,G,0.04933333396911621,0.05066666752099991,0
rgb_0_1,G,0.05066666752099991,0.052000001072883606,2360
rgb_0_1,G,0.052000001072883606,0.0533333346247673,0
rgb_0_1,G,0.0533333346247673,0.054666668176651,0
rgb_0_1,G,0.054666668176651,0.0560000017285347,1267
rgb_0_1,G,0.0560000017285347,0.0573333315551281,0
rgb_0_1,G,0.0573333315551281,0.058666665107011795,0
rgb_0_1,G,0.058666665107011795,0.05999999865889549,678
rgb_0_1,G,0.05999999865889549,0.06133333221077919,0
rgb_0_1,G,0.06133333221077919,0.06266666948795319,0
rgb_0_1,G,0.06266666948795319,0.06400000303983688,322
rgb_0_1,G,0.06400000303983688,0.06533333659172058,0
rgb_0_1,G,0.06533333659172058,0.06666667014360428,0
rgb_0_1,G,0.06666667014360428,0.06800000369548798,146
rgb_0_1,G,0.06800000369548798,0.06933332979679108,0
rgb_0_1,G,0.06933332979679108,0.07066666334867477,69
rgb_0_1,G,0.07066666334867477,0.07199999690055847,0
rgb_0_1,G,0.07199999690055847,0.07333333045244217,0
rgb_0_1,G,0.07333333045244217,0.07466666400432587,38
rgb_0_1,G,0.07466666400432587,0.07599999755620956,0
rgb_0_1,G,0.07599999755620956,0.07733333110809326,0
rgb_0_1,G,0.07733333110809326,0.07866666465997696,8
rgb_0_1,G,0.07866666465997696,0.07999999821186066,0
rgb_0_1,G,0.07999999821186066,0.08133333176374435,0
rgb_0_1,G,0.08133333176374435,0.08266666531562805,5
rgb_0_1,G,0.08266666531562805,0.08399999886751175,0
rgb_0_1,G,0.08399999886751175,0.08533333241939545,0
rgb_0_1,G,0.08533333241939545,0.08666666597127914,2
rgb_0_1,G,0.08666666597127914,0.08799999952316284,0
rgb_0_1,G,0.08799999952316284,0.08933333307504654,0
rgb_0_1,G,0.08933333307504654,0.09066666662693024,3
rgb_0_1,G,0.09066666662693024,0.09200000017881393,0
rgb_0_1,G,0.09200000017881393,0.09333333373069763,0
rgb_0_1,G,0.09333333373069763,0.09466666728258133,0
rgb_0_1,G,0.09466666728258133,0.09600000083446503,0
rgb_0_1,G,0.09600000083446503,0.09733333438634872,0
rgb_0_1,G,0.09733333438634872,0.09866666793823242,0
rgb_0_1,G,0.09866666793823242,0.10000000149011612,0
rgb_0_1,G,0.10000000149011612,0.10133333504199982,0
rgb_0_1,G,0.10133333504199982,0.10266666859388351,0
rgb_0_1,G,0.10266666859388351,0.10400000214576721,0
rgb_0_1,G,0.10400000214576721,0.10533333569765091,0
rgb_0_1,G,0.10533333569765091,0.1066666692495346,0
rgb_0_1,G,0.1066666692495346,0.1080000028014183,0
rgb_0_1,G,0.1080000028014183,0.109333336353302,0
rgb_0_1,G,0.109333336353302,0.1106666699051857,0
rgb_0_1,G,0.1106666699051857,0.1120000034570694,0
rgb_0_1,G,0.1120000034570694,0.1133333370089531,0
rgb_0_1,G,0.1133333370089531,0.1146666631102562,0
rgb_0_1,G,0.1146666631102562,0.11599999666213989,0
rgb_0_1,G,0.11599999666213989,0.11733333021402359,0
rgb_0_1,G,0.11733333021402359,0.11866666376590729,0
rgb_0_1,G,0.11866666376590729,0.11999999731779099,0
rgb_0_1,G,0.11999999731779099,0.12133333086967468,0
rgb_0_1,G,0.12133333086967468,0.12266666442155838,0
rgb_0_1,G,0.12266666442155838,0.12399999797344208,0
rgb_0_1,G,0.12399999797344208,0.12533333897590637,0
rgb_0_1,G,0.12533333897590637,0.12666666507720947,1
rgb_0_1,G,0.12666666507720947,0.12800000607967377,0
rgb_0_1,G,0.12800000607967377,0.12933333218097687,0
rgb_0_1,G,0.12933333218097687,0.13066667318344116,0
rgb_0_1,G,0.13066667318344116,0.13199999928474426,0
rgb_0_1,G,0.13199999928474426,0.13333334028720856,0
rgb_0_1,G,0.13333334028720856,0.13466666638851166,0
rgb_0_1,G,0.13466666638851166,0.13600000739097595,0
rgb_0_1,G,0.13600000739097595,0.13733333349227905,0
rgb_0_1,G,0.13733333349227905,0.13866665959358215,0
rgb_0_1,G,0.13866665959358215,0.14000000059604645,0
rgb_0_1,G,0.14000000059604645,0.14133332669734955,0
rgb_0_1,G,0.14133332669734955,0.14266666769981384,0
rgb_0_1,G,0.14266666769981384,0.14399999380111694,0
rgb_0_1,G,0.14399999380111694,0.14533333480358124,0
rgb_0_1,G,0.14533333480358124,0.14666666090488434,0
rgb_0_1,G,0.14666666090488434,0.14800000190734863,0
rgb_0_1,G,0.14800000190734863,0.14933332800865173,0
rgb_0_1,G,0.14933332800865173,0.15066666901111603,0
rgb_0_1,G,0.15066666901111603,0.15199999511241913,0
rgb_0_1,G,0.15199999511241913,0.15333333611488342,0
rgb_0_1,G,0.15333333611488342,0.15466666221618652,0
rgb_0_1,G,0.15466666221618652,0.15600000321865082,0
rgb_0_1,G,0.15600000321865082,0.15733332931995392,0
rgb_0_1,G,0.15733332931995392,0.1586666703224182,0
rgb_0_1,G,0.1586666703224182,0.1599999964237213,0
rgb_0_1,B,0.0,0.0013333333190530539,160285
rgb_0_1,B,0.0013333333190530539,0.0026666666381061077,0
rgb_0_1,B,0.0026666666381061077,0.004000000189989805,146435
rgb_0_1,B,0.004000000189989805,0.005333333276212215,0
rgb_0_1,B,0.005333333276212215,0.006666666828095913,0
rgb_0_1,B,0.006666666828095913,0.00800000037997961,80188
rgb_0_1,B,0.00800000037997961,0.009333333000540733,0
rgb_0_1,B,0.009333333000540733,0.01066666655242443,0
rgb_0_1,B,0.01066666655242443,0.012000000104308128,51086
rgb_0_1,B,0.012000000104308128,0.013333333656191826,0
rgb_0_1,B,0.013333333656191826,0.014666666276752949,0
rgb_0_1,B,0.014666666276752949,0.01600000075995922,28461
rgb_0_1,B,0.01600000075995922,0.01733333244919777,0
rgb_0_1,B,0.01733333244919777,0.018666666001081467,0
rgb_0_1,B,0.018666666001081467,0.019999999552965164,14288
rgb_0_1,B,0.019999999552965164,0.02133333310484886,0
rgb_0_1,B,0.02133333310484886,0.02266666665673256,0
rgb_0_1,B,0.02266666665673256,0.024000000208616257,6320
rgb_0_1,B,0.024000000208616257,0.025333333760499954,0
rgb_0_1,B,0.025333333760499954,0.02666666731238365,0
rgb_0_1,B,0.02666666731238365,0.02800000086426735,2707
rgb_0_1,B,0.02800000086426735,0.029333332553505898,0
rgb_0_1,B,0.029333332553505898,0.030666666105389595,0
rgb_0_1,B,0.030666666105389595,0.03200000151991844,1042
rgb_0_1,B,0.03200000151991844,0.03333333507180214,0
rgb_0_1,B,0.03333333507180214,0.03466666489839554,0
rgb_0_1,B,0.03466666489839554,0.035999998450279236,417
rgb_0_1,B,0.035999998450279236,0.03733333200216293,0
rgb_0_1,B,0.03733333200216293,0.03866666555404663,0
rgb_0_1,B,0.03866666555404663,0.03999999910593033,183
rgb_0_1,B,0.03999999910593033,0.041333332657814026,0
rgb_0_1,B,0.041333332657814026,0.04266666620969772,0
rgb_0_1,B,0.04266666620969772,0.04399999976158142,57
rgb_0_1,B,0.04399999976158142,0.04533333331346512,0
rgb_0_1,B,0.04533333331346512,0.046666666865348816,0
rgb_0_1,B,0.046666666865348816,0.04800000041723251,26
rgb_0_1,B,0.04800000041723251,0.04933333396911621,0
rgb_0_1,B,0.04933333396911621,0.05066666752099991,0
rgb_0_1,B,0.05066666752099991,0.052000001072883606,10
rgb_0_1,B,0.052000001072883606,0.0533333346247673,0
rgb_0_1,B,0.0533333346247673,0.054666668176651,0
rgb_0_1,B,0.054666668176651,0.0560000017285347,6
rgb_0_1,B,0.0560000017285347,0.0573333315551281,0
rgb_0_1,B,0.0573333315551281,0.058666665107011795,0
rgb_0_1,B,0.058666665107011795,0.05999999865889549,4
rgb_0_1,B,0.05999999865889549,0.06133333221077919,0
rgb_0_1,B,0.06133333221077919,0.06266666948795319,0
rgb_0_1,B,0.06266666948795319,0.06400000303983688,3
rgb_0_1,B,0.06400000303983688,0.06533333659172058,0
rgb_0_1,B,0.06533333659172058,0.06666667014360428,0
rgb_0_1,B,0.06666667014360428,0.06800000369548798,0
rgb_0_1,B,0.06800000369548798,0.06933332979679108,0
rgb_0_1,B,0.06933332979679108,0.07066666334867477,0
rgb_0_1,B,0.07066666334867477,0.07199999690055847,0
rgb_0_1,B,0.07199999690055847,0.07333333045244217,0
rgb_0_1,B,0.07333333045244217,0.07466666400432587,1
rgb_0_1,B,0.07466666400432587,0.07599999755620956,0
rgb_0_1,B,0.07599999755620956,0.07733333110809326,0
rgb_0_1,B,0.07733333110809326,0.07866666465997696,0
rgb_0_1,B,0.07866666465997696,0.07999999821186066,0
rgb_0_1,B,0.07999999821186066,0.08133333176374435,0
rgb_0_1,B,0.08133333176374435,0.08266666531562805,0
rgb_0_1,B,0.08266666531562805,0.08399999886751175,0
rgb_0_1,B,0.08399999886751175,0.08533333241939545,0
rgb_0_1,B,0.08533333241939545,0.08666666597127914,0
rgb_0_1,B,0.08666666597127914,0.08799999952316284,0
rgb_0_1,B,0.08799999952316284,0.08933333307504654,0
rgb_0_1,B,0.08933333307504654,0.09066666662693024,0
rgb_0_1,B,0.09066666662693024,0.09200000017881393,0
rgb_0_1,B,0.09200000017881393,0.09333333373069763,0
rgb_0_1,B,0.09333333373069763,0.09466666728258133,0
rgb_0_1,B,0.09466666728258133,0.09600000083446503,0
rgb_0_1,B,0.09600000083446503,0.09733333438634872,0
rgb_0_1,B,0.09733333438634872,0.09866666793823242,0
rgb_0_1,B,0.09866666793823242,0.10000000149011612,0
rgb_0_1,B,0.10000000149011612,0.10133333504199982,0
rgb_0_1,B,0.10133333504199982,0.10266666859388351,0
rgb_0_1,B,0.10266666859388351,0.10400000214576721,0
rgb_0_1,B,0.10400000214576721,0.10533333569765091,0
rgb_0_1,B,0.10533333569765091,0.1066666692495346,0
rgb_0_1,B,0.1066666692495346,0.1080000028014183,0
rgb_0_1,B,0.1080000028014183,0.109333336353302,0
rgb_0_1,B,0.109333336353302,0.1106666699051857,0
rgb_0_1,B,0.1106666699051857,0.1120000034570694,0
rgb_0_1,B,0.1120000034570694,0.1133333370089531,0
rgb_0_1,B,0.1133333370089531,0.1146666631102562,1
rgb_0_1,B,0.1146666631102562,0.11599999666213989,0
rgb_0_1,B,0.11599999666213989,0.11733333021402359,0
rgb_0_1,B,0.11733333021402359,0.11866666376590729,0
rgb_0_1,B,0.11866666376590729,0.11999999731779099,0
rgb_0_1,B,0.11999999731779099,0.12133333086967468,0
rgb_0_1,B,0.12133333086967468,0.12266666442155838,0
rgb_0_1,B,0.12266666442155838,0.12399999797344208,0
rgb_0_1,B,0.12399999797344208,0.12533333897590637,0
rgb_0_1,B,0.12533333897590637,0.12666666507720947,0
rgb_0_1,B,0.12666666507720947,0.12800000607967377,0
rgb_0_1,B,0.12800000607967377,0.12933333218097687,0
rgb_0_1,B,0.12933333218097687,0.13066667318344116,0
rgb_0_1,B,0.13066667318344116,0.13199999928474426,0
rgb_0_1,B,0.13199999928474426,0.13333334028720856,0
rgb_0_1,B,0.13333334028720856,0.13466666638851166,0
rgb_0_1,B,0.13466666638851166,0.13600000739097595,0
rgb_0_1,B,0.13600000739097595,0.13733333349227905,0
rgb_0_1,B,0.13733333349227905,0.13866665959358215,0
rgb_0_1,B,0.13866665959358215,0.14000000059604645,0
rgb_0_1,B,0.14000000059604645,0.14133332669734955,0
rgb_0_1,B,0.14133332669734955,0.14266666769981384,0
rgb_0_1,B,0.14266666769981384,0.14399999380111694,0
rgb_0_1,B,0.14399999380111694,0.14533333480358124,0
rgb_0_1,B,0.14533333480358124,0.14666666090488434,0
rgb_0_1,B,0.14666666090488434,0.14800000190734863,0
rgb_0_1,B,0.14800000190734863,0.14933332800865173,0
rgb_0_1,B,0.14933332800865173,0.15066666901111603,0
rgb_0_1,B,0.15066666901111603,0.15199999511241913,0
rgb_0_1,B,0.15199999511241913,0.15333333611488342,0
rgb_0_1,B,0.15333333611488342,0.15466666221618652,0
rgb_0_1,B,0.15466666221618652,0.15600000321865082,0
rgb_0_1,B,0.15600000321865082,0.15733332931995392,0
rgb_0_1,B,0.15733332931995392,0.1586666703224182,0
rgb_0_1,B,0.1586666703224182,0.1599999964237213,0
imagenet_norm,R,-2.200000047683716,-2.190000057220459,0
imagenet_norm,R,-2.190000057220459,-2.180000066757202,0
imagenet_norm,R,-2.180000066757202,-2.1700000762939453,0
imagenet_norm,R,-2.1700000762939453,-2.1600000858306885,0
imagenet_norm,R,-2.1600000858306885,-2.1500000953674316,0
imagenet_norm,R,-2.1500000953674316,-2.140000104904175,0
imagenet_norm,R,-2.140000104904175,-2.130000114440918,0
imagenet_norm,R,-2.130000114440918,-2.119999885559082,0
imagenet_norm,R,-2.119999885559082,-2.109999895095825,64961
imagenet_norm,R,-2.109999895095825,-2.0999999046325684,79218
imagenet_norm,R,-2.0999999046325684,-2.0899999141693115,0
imagenet_norm,R,-2.0899999141693115,-2.0799999237060547,33416
imagenet_norm,R,-2.0799999237060547,-2.069999933242798,0
imagenet_norm,R,-2.069999933242798,-2.059999942779541,29892
imagenet_norm,R,-2.059999942779541,-2.049999952316284,0
imagenet_norm,R,-2.049999952316284,-2.0399999618530273,29137
imagenet_norm,R,-2.0399999618530273,-2.0299999713897705,27775
imagenet_norm,R,-2.0299999713897705,-2.0199999809265137,0
imagenet_norm,R,-2.0199999809265137,-2.009999990463257,23275
imagenet_norm,R,-2.009999990463257,-2.0,0
imagenet_norm,R,-2.0,-1.9900000095367432,20132
imagenet_norm,R,-1.9900000095367432,-1.9800000190734863,23732
imagenet_norm,R,-1.9800000190734863,-1.9700000286102295,0
imagenet_norm,R,-1.9700000286102295,-1.9600000381469727,30744
imagenet_norm,R,-1.9600000381469727,-1.9500000476837158,0
imagenet_norm,R,-1.9500000476837158,-1.940000057220459,30641
imagenet_norm,R,-1.940000057220459,-1.9299999475479126,0
imagenet_norm,R,-1.9299999475479126,-1.9199999570846558,24311
imagenet_norm,R,-1.9199999570846558,-1.909999966621399,16722
imagenet_norm,R,-1.909999966621399,-1.899999976158142,0
imagenet_norm,R,-1.899999976158142,-1.8899999856948853,11342
imagenet_norm,R,-1.8899999856948853,-1.8799999952316284,0
imagenet_norm,R,-1.8799999952316284,-1.8700000047683716,8253
imagenet_norm,R,-1.8700000047683716,-1.8600000143051147,7111
imagenet_norm,R,-1.8600000143051147,-1.850000023841858,0
imagenet_norm,R,-1.850000023841858,-1.840000033378601,6735
imagenet_norm,R,-1.840000033378601,-1.8300000429153442,0
imagenet_norm,R,-1.8300000429153442,-1.8200000524520874,5796
imagenet_norm,R,-1.8200000524520874,-1.809999942779541,0
imagenet_norm,R,-1.809999942779541,-1.7999999523162842,4791
imagenet_norm,R,-1.7999999523162842,-1.7899999618530273,3592
imagenet_norm,R,-1.7899999618530273,-1.7799999713897705,0
imagenet_norm,R,-1.7799999713897705,-1.7699999809265137,2791
imagenet_norm,R,-1.7699999809265137,-1.7599999904632568,0
imagenet_norm,R,-1.7599999904632568,-1.75,2151
imagenet_norm,R,-1.75,-1.7400000095367432,1694
imagenet_norm,R,-1.7400000095367432,-1.7300000190734863,0
imagenet_norm,R,-1.7300000190734863,-1.7200000286102295,1157
imagenet_norm,R,-1.7200000286102295,-1.7100000381469727,0
imagenet_norm,R,-1.7100000381469727,-1.7000000476837158,794
imagenet_norm,R,-1.7000000476837158,-1.690000057220459,0
imagenet_norm,R,-1.690000057220459,-1.6799999475479126,568
imagenet_norm,R,-1.6799999475479126,-1.6699999570846558,352
imagenet_norm,R,-1.6699999570846558,-1.659999966621399,0
imagenet_norm,R,-1.659999966621399,-1.649999976158142,196
imagenet_norm,R,-1.649999976158142,-1.6399999856948853,0
imagenet_norm,R,-1.6399999856948853,-1.6299999952316284,136
imagenet_norm,R,-1.6299999952316284,-1.6200000047683716,59
imagenet_norm,R,-1.6200000047683716,-1.6100000143051147,0
imagenet_norm,R,-1.6100000143051147,-1.600000023841858,24
imagenet_norm,R,-1.600000023841858,-1.590000033378601,0
imagenet_norm,R,-1.590000033378601,-1.5800000429153442,10
imagenet_norm,R,-1.5800000429153442,-1.5700000524520874,0
imagenet_norm,R,-1.5700000524520874,-1.559999942779541,8
imagenet_norm,R,-1.559999942779541,-1.5499999523162842,1
imagenet_norm,R,-1.5499999523162842,-1.5399999618530273,0
imagenet_norm,R,-1.5399999618530273,-1.5299999713897705,1
imagenet_norm,R,-1.5299999713897705,-1.5199999809265137,0
imagenet_norm,R,-1.5199999809265137,-1.5099999904632568,0
imagenet_norm,R,-1.5099999904632568,-1.5,2
imagenet_norm,R,-1.5,-1.4900000095367432,0
imagenet_norm,R,-1.4900000095367432,-1.4800000190734863,0
imagenet_norm,R,-1.4800000190734863,-1.4700000286102295,0
imagenet_norm,R,-1.4700000286102295,-1.4600000381469727,0
imagenet_norm,R,-1.4600000381469727,-1.4500000476837158,0
imagenet_norm,R,-1.4500000476837158,-1.440000057220459,0
imagenet_norm,R,-1.440000057220459,-1.4299999475479126,0
imagenet_norm,R,-1.4299999475479126,-1.4199999570846558,0
imagenet_norm,R,-1.4199999570846558,-1.409999966621399,0
imagenet_norm,R,-1.409999966621399,-1.399999976158142,0
imagenet_norm,R,-1.399999976158142,-1.3899999856948853,0
imagenet_norm,R,-1.3899999856948853,-1.3799999952316284,0
imagenet_norm,R,-1.3799999952316284,-1.3700000047683716,0
imagenet_norm,R,-1.3700000047683716,-1.3600000143051147,0
imagenet_norm,R,-1.3600000143051147,-1.350000023841858,0
imagenet_norm,R,-1.350000023841858,-1.340000033378601,0
imagenet_norm,R,-1.340000033378601,-1.3300000429153442,0
imagenet_norm,R,-1.3300000429153442,-1.3200000524520874,0
imagenet_norm,R,-1.3200000524520874,-1.309999942779541,0
imagenet_norm,R,-1.309999942779541,-1.2999999523162842,0
imagenet_norm,R,-1.2999999523162842,-1.2899999618530273,0
imagenet_norm,R,-1.2899999618530273,-1.2799999713897705,0
imagenet_norm,R,-1.2799999713897705,-1.2699999809265137,0
imagenet_norm,R,-1.2699999809265137,-1.2599999904632568,0
imagenet_norm,R,-1.2599999904632568,-1.25,0
imagenet_norm,R,-1.25,-1.2400000095367432,0
imagenet_norm,R,-1.2400000095367432,-1.2300000190734863,0
imagenet_norm,R,-1.2300000190734863,-1.2200000286102295,0
imagenet_norm,R,-1.2200000286102295,-1.2100000381469727,0
imagenet_norm,R,-1.2100000381469727,-1.2000000476837158,0
